0.093487
7.9199
7.7486
3.8064
8.5595
4.143
3.2652
2.9247
3.0516
3.0762
3.6686
3.958
4.0003
3.8064
3.3163
3.154
2.78
2.9316
3.1067
2.9109
3.3252
3.1353
2.7436
2.6344
2.348
1.977
1.3689
1.0805
0.78234
0.69968
0.51369
0.29522
0.21847
0.15844
0.14761
0.091519
0.075774
0.04822
0.1112
0.023618
